,Disease,ID,Symptoms
401,Blood poisoning (sepsis),36,breathing rate
402,Blood poisoning (sepsis),36,blood
403,Blood poisoning (sepsis),36,urine or stool samples
404,Blood poisoning (sepsis),36,"a wound culture – where a small sample of tissue, skin or fluid is taken from the affected area for testing"
405,Blood poisoning (sepsis),36,"respiratory secretion testing – taking a sample of saliva, phlegm or mucus"
406,Blood poisoning (sepsis),36,blood pressure tests
407,Blood poisoning (sepsis),36,"imaging studies – like an X-ray, ultrasound scan or computerised tomography (CT) scan"
408,Blood poisoning (sepsis),36,are very young
409,Blood poisoning (sepsis),36,are very old
410,Blood poisoning (sepsis),36,are pregnant
411,Blood poisoning (sepsis),36,have had a urinary catheter fitted
412,Blood poisoning (sepsis),36,have a long term health condition like diabetes
413,Blood poisoning (sepsis),36,have recently had surgery
414,Blood poisoning (sepsis),36,are genetically prone to infections
415,Blood poisoning (sepsis),36,are already in hospital with a serious illness
416,Blood poisoning (sepsis),36,have to stay in hospital for a long time
417,Blood poisoning (sepsis),36,have wounds or injuries as a result of an accident
418,Blood poisoning (sepsis),36,have a medical condition that weakens the immune system – like HIV or leukaemia
419,Blood poisoning (sepsis),36,are receiving medical treatment that weakens the immune system – like chemotherapy or long-term steroids
420,Blood poisoning (sepsis),36,are on mechanical ventilation – where a machine is used to help you breathe
421,Blood poisoning (sepsis),36,the severity of the sepsis
422,Blood poisoning (sepsis),36,the person's overall health
423,Blood poisoning (sepsis),36,how much time was spent in hospital
424,Blood poisoning (sepsis),36,whether treatment was needed in an intensive care unit (ICU)
425,Blood poisoning (sepsis),36,feeling lethargic or excessively tired
426,Blood poisoning (sepsis),36,muscle weakness
427,Blood poisoning (sepsis),36,swollen limbs
428,Blood poisoning (sepsis),36,joint pain
429,Blood poisoning (sepsis),36,chest pain
430,Blood poisoning (sepsis),36,breathlessness
431,Bone cancer,37,persistent bone pain that gets worse over time and continues into the night
432,Bone cancer,37,"swelling and redness (inflammation) over a bone, which can make movement difficult if the affected bone is near a joint"
433,Bone cancer,37,a noticeable lump over a bone
434,Bone cancer,37,a weak bone that breaks (fractures) more easily than normal
435,Bone cancer,37,"osteosarcoma – the most common type, which mostly affects children and young adults under 20"
436,Bone cancer,37,Ewing sarcoma – which most commonly affects people aged between 10 and 20
437,Bone cancer,37,chondrosarcoma – which tends to affect adults aged over 40
438,Bone cancer,37,have had previous exposure to radiation during radiotherapy
439,Bone cancer,37,"have a condition known as Paget's disease of the bone – however, only a very small number of people with Paget’s disease will actually develop bone cancer"
440,Bone cancer,37,have a rare genetic condition called Li-Fraumeni syndrome – people with this condition have a faulty version of a gene that normally helps stop the growth of cancerous cells
441,Bone cancer,37,"surgery to remove the section of cancerous bone – it's often possible to reconstruct or replace the bone that's been removed, but amputation is sometimes necessary"
442,Bone cancer,37,chemotherapy – treatment with powerful cancer-killing medication
443,Bone cancer,37,radiotherapy – where radiation is used to destroy cancerous cells
444,Bone cancer: Teenagers and young adults,38,null
445,Bowel cancer,39,"a persistent change in bowel habit that causes them to go to the toilet more often and pass looser stools, usually together with blood on or in their stools"
446,Bowel cancer,39,"a persistent change in bowel habit without blood in their stools, but with abdominal pain"
447,Bowel cancer,39,"blood in the stools without other haemorrhoid symptoms, such as soreness, discomfort, pain, itching or a lump hanging down outside the back passage"
448,Bowel cancer,39,"abdominal pain, discomfort or bloating always provoked by eating, sometimes resulting in a reduction in the amount of food eaten and weight loss"
449,Bowel cancer,39,age – almost 9 in 10 cases of bowel cancer occur in people aged 60 or over
450,Bowel cancer,39,diet – a diet high in red or processed meats and low in fibre can increase your risk
451,Bowel cancer,39,weight – bowel cancer is more common in people who are overweight or obese
452,Bowel cancer,39,exercise – being inactive increases the risk of getting bowel cancer
453,Bowel cancer,39,alcohol and smoking – a high alcohol intake and smoking may increase your chances of getting bowel cancer
454,Bowel cancer,39,"family history – having a close relative (mother or father, brother or sister) who developed bowel cancer under the age of 50 puts you at a greater lifetime risk of developing the condition"
455,Bowel cancer,39,"surgery – the cancerous section of bowel is removed; it is the most effective way of curing bowel cancer, and is all that many people need"
456,Bowel cancer,39,chemotherapy – where medication is used to kill cancer cells
457,Bowel cancer,39,radiotherapy – where radiation is used to kill cancer cells
458,Bowel cancer,39,biological treatments – a newer type of medication that increases the effectiveness of chemotherapy and prevents the cancer spreading
459,Bowel incontinence,40,Bowel incontinence isn't something to be ashamed of – it's simply a medical problem that's no different from diabetes or asthma.
460,Bowel incontinence,40,It can be treated – there's a wide range of successful treatments.
461,Bowel incontinence,40,Bowel incontinence isn't a normal part of ageing.
462,Bowel incontinence,40,It won't usually go away on its own – most people need treatment for the condition.
463,Bowel incontinence,40,lifestyle and dietary changes to relieve constipation or diarrhoea
464,Bowel incontinence,40,exercise programmes to strengthen the muscles that control the bowel
465,Bowel incontinence,40,medication to control diarrhoea and constipation
466,Bowel incontinence,40,"surgery, of which there are a number of different options"
467,Symptom may not be a bullet point,41,null
468,Brain stem death,42,breathing
469,Brain stem death,42,heartbeat
470,Brain stem death,42,blood pressure
471,Brain stem death,42,swallowing
472,Brain stem death,42,cardiac arrest – when the heart stops beating and the brain is starved of oxygen
473,Brain stem death,42,heart attack – a serious medical emergency that occurs when the blood supply to the heart is suddenly blocked
474,Brain stem death,42,stroke – a serious medical emergency that occurs when the blood supply to the brain is blocked or interrupted
475,Brain stem death,42,blood clot – a blockage in a blood vessel that disturbs or blocks the flow of blood around your body
476,Brain stem death,42,a severe head injury
477,Brain stem death,42,a brain haemorrhage
478,Brain stem death,42,"infections, such as encephalitis"
479,Brain stem death,42,a brain tumour
480,Brain stem death,42,some form of consciousness may exist
481,Brain stem death,42,breathing unaided is usually possible
482,Brain stem death,42,"there's a slim chance of recovery, because the brain stem's core functions may be unaffected"
483,Symptom may not be a bullet point,43,null
484,Symptom may not be a bullet point,44,null
485,Brain tumours: Teenagers and young adults,45,"a neurosurgeon, who specialises in brain operations"
486,Brain tumours: Teenagers and young adults,45,"a neurologist, who treats brain conditions"
487,Brain tumours: Teenagers and young adults,45,"a cancer specialist (oncologist), who treats brain tumours with radiotherapy and chemotherapy"
488,Brain tumours: Teenagers and young adults,45,"surgery – an operation to remove all, or as much as possible, of the tumour"
489,Brain tumours: Teenagers and young adults,45,radiotherapy – uses high-energy x-rays to treat cancer cells
490,Brain tumours: Teenagers and young adults,45,chemotherapy – uses anti-cancer drugs to destroy cancer cells
491,Brain tumours: Teenagers and young adults,45,"steroids, which can reduce swelling or inflammation in the brain and help with symptoms"
492,Brain tumours: Teenagers and young adults,45,anticonvulsant medicines that help prevent fits (seizures)
493,Brain tumours: Teenagers and young adults,45,after the operation to treat any cells that may have been left behind
494,Brain tumours: Teenagers and young adults,45,instead of an operation when a brain tumour doesn’t need to be or can’t be removed
495,Brain tumours: Teenagers and young adults,45,if a brain tumour comes back after surgery
496,Brain tumours: Teenagers and young adults,45,photon radiotherapy (given at your local hospital)
497,Brain tumours: Teenagers and young adults,45,proton radiotherapy (until 2018/2019 this is given in Switzerland or America)
498,Brain tumours: Teenagers and young adults,45,stereotactic radiosurgery/radiotherapy (given at specialist hospitals in the UK)
499,Brain tumours: Teenagers and young adults,45,to shrink a tumour to make it easier to remove with surgery
500,Brain tumours: Teenagers and young adults,45,when it’s not possible to remove the tumour completely with surgery
501,Brain tumours: Teenagers and young adults,45,during radiotherapy to make the tumour more sensitive to radiation
502,Brain tumours: Teenagers and young adults,45,after radiotherapy or surgery to reduce the chance of the tumour coming back (adjuvant chemotherapy)
503,Brain tumours: Teenagers and young adults,45,when a brain tumour has come back after treatment.
504,Brain tumours: Teenagers and young adults,45,lomustine (CCNU)
505,Brain tumours: Teenagers and young adults,45,procarbazine
506,Brain tumours: Teenagers and young adults,45,vincristine
507,Brain tumours: Teenagers and young adults,45,cisplatin or carboplatin
